MRBID,RIVERBASIN,AREA,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2201,ORONTES,46950.31855811672,-0.9804927599832901,1.6414424342838794,0.34371295768546034,0.029990485084764443,-0.7037762643096444,-0.05319784823119232,0.2760512193663643,-0.6840329172116216,0.9327923567222504,-0.8024896634069698
2904,DEAD SEA,54249.87669983742,-0.18717564439027878,0.44879974196628625,0.14711450148599436,0.10522393802609016,-0.16606194260613066,-0.07584168427064525,0.118734228375093,-0.19677702493829516,0.010422450332801701,-0.2044385639809161
6101,JOKULSA A FJOLLUM,7600.055355001968,86.40067078483337,69.18580087468833,31.021093198640564,-26.658223551166035,-26.658223551166035,-26.658223551166035,-26.658223551166035,-26.658223551166035,-26.658223551166035,-26.658223551166035
6102,KEM,42365.56893197461,-12.975603843145729,10.024786097711441,10.328546412736845,-17.387192870736097,13.985933784110484,6.649157198141998,17.21509415880055,-3.3542988341166575,1.1817314244238148,-25.66815352792663
6103,KOVDA,10414.848960521753,-7.111028691497212,12.889107168842274,3.0938291040713377,-12.422000098577783,10.90416490605634,12.004963576109756,13.72324276808035,-0.8600450016596892,-7.76224114325778,-24.459992588167573
6104,LAGARFLJOT,3332.5603745255603,63.892028521488484,56.99645588350445,35.29980776489244,-22.312613167126482,-22.312613167126482,-22.312613167126482,-22.312613167126482,-22.312613167126482,-22.312613167126482,-22.312613167126482
6105,MEZEN,77249.00234100278,20.303546658936934,16.067412549893533,12.288738399591347,22.174035584907752,-0.9749781681481176,10.578545835231498,-20.109325215103237,-20.109325215103237,-20.109325215103237,-20.109325215103237
6106,ONEGA,63244.662169959614,13.279394054117303,21.029476462531154,13.115370945927419,8.236803075196612,4.232730018588702,13.585103810770287,-3.7707527264825638,-20.39226883769821,-14.01987593876251,-35.29598086418826
6107,PECHORA,316307.28751609434,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6108,PONOY,14345.611960392069,-1.5373382719381234,-0.21419676963648634,-2.8870129527225337,9.863418326577687,1.789372472076161,8.20566268228745,18.24546971184563,0.8493870274887622,-0.6242086962733548,-33.69055352970516
6109,SEVERNAYA DVINA,308660.78882485436,27.87115472000936,26.798242293887547,27.454773102577576,24.980673011939725,0.8079388600538793,14.048589210071762,-27.60076321023061,-29.684839406932003,-29.58646535640761,-35.089303224969726
6110,SVARTA,3594.903898080324,78.26053075552261,59.61342242727357,18.808299522633806,-22.383178957918574,-22.383178957918574,-22.383178957918574,-22.383178957918574,-22.383178957918574,-22.383178957918574,-22.383178957918574
6111,TANA,16872.1287217794,-9.182169086770088,1.3514574314779566,-5.790248384621034,2.4790842195236125,0.25577611335512296,-1.7514679353689568,25.92462364647314,8.107193681644729,0.2626718192166818,-21.656921504931127
6112,TULOMA,26591.837764430536,-7.812639261409567,0.739048985976385,-4.783963823481285,-1.4179768719904438,8.628067184435475,6.337084844439785,19.114950032689226,11.208793075227861,-4.060380611446794,-27.95298355444062
6113,VARZUGA,5915.780689757753,-6.355492469391572,12.526509563431642,1.5376354162024917,-6.876700103628928,4.200689068051038,11.574409173248158,17.65209887506181,-4.5863078029240425,-1.0455628310927716,-28.627278888957832
6114,VYG,31521.13601534964,-15.10476394736761,3.8124815425727596,5.577437560957767,-15.516545341755524,7.703303326460563,8.215288327282897,21.82872036429031,-6.046200505264258,13.659295307238635,-24.129016634415496
6201,ANGERMANALVEN,31638.686654434896,-1.9996317133835368,10.361431346666532,8.344173438655384,-7.068212315378007,9.106793980824005,9.597711055823417,10.243658522712343,-9.489404538415636,2.9306546945983114,-32.02717447210285
6202,DANUBE,797335.1485306777,-5.614180368935646,0.342840603211004,2.1619238615377,2.174838290443183,6.309223684183403,1.7577665234991615,-2.186197290087035,2.538185403250624,0.10304282200903368,-7.587443529111456
6203,"DAUGAVA (also ZAPADNAYA DVINA, also ZAKHODNAYA DZVINA)",86019.60958811837,-19.5124218317536,9.18900907855151,3.588885493643967,-0.9881216695776656,-5.086652677482427,0.9281314328016609,-5.556114641004703,10.366716564783964,13.649955371592203,-6.5793871215549355
6204,DNIEPER,511694.73889551475,-12.115813512018253,5.025757737302638,2.0976948707668837,2.515504249228385,3.4603681029189293,0.34464663422252106,-7.553425989311071,9.220629798920465,10.149985257944005,-13.14534714997459
6205,DNIESTR,73381.76733741183,-4.654359507675228,1.5843148056216143,0.35621600611716764,4.471117828680382,4.732391014145287,1.791840502308392,-2.821816829002677,3.815981092281048,2.1902090318174383,-11.46589394429343
6206,DON,439141.6576055678,0.5904413989920787,8.586394825008528,6.29384115561941,7.3594915383831,8.017005020944149,4.907559721611945,-8.202652919658945,-6.7217701115454656,-2.677120866553702,-18.15318976280108
6207,DORDOGNE,23838.024687421144,-0.8703914168854827,0.1124748410607664,2.7404015642944537,-1.610052648509153,2.103261816335746,2.770092324155595,-1.383920535130447,-0.1284103935138247,-1.526789795231798,-2.2066657565758545
6208,DOURO (also DUERO),97379.6022855506,0.16816285248776947,1.7731414457471388,1.017736401959651,-1.2928525221144784,3.6406555829565246,-0.5574896987376561,-0.973084409801092,-0.23362737712060178,-1.8935888222282646,-1.6490534531489927
6209,DRAMSELVA,17269.318518472464,15.699546209981598,4.082511902275265,3.875381611006501,-4.665517303979884,16.526387349199993,14.145985448670752,-4.316866874641946,-13.25567790309885,-10.471025258822374,-21.620725180591094
6210,EBRO,85587.90130788297,0.17707886483998989,0.5642499433574849,1.6785925910839232,-1.3604499713450093,4.5228230749273,0.48391301918565555,-0.8433024390079553,0.2038546529890163,-2.6441047342444395,-2.7826550017859657
6211,ELBE,138890.77969046799,-5.675913459292095,0.5295905271919309,5.9465019814621085,0.5611828832280396,-2.175029129417339,-2.339096179866209,-3.9265744200859554,12.897131120706776,0.6098707745321323,-6.427664098459394
6212,GARONNE (also RIO GARONA),56167.78745144044,-0.12496625458576899,0.9716990050005861,2.4035864608682473,-1.191947228535591,2.5342659400517746,1.885562354249291,-1.1024355719889225,-0.6808089420067993,-2.1575552552424533,-2.5374005078103603
6213,GLOMAA,41363.22040613179,6.212959818273915,10.596055748246663,3.54956654354485,-1.1861849935388633,10.445285619427938,10.333968518968573,-1.4540775860070165,-14.38581486596746,-5.482147481085331,-18.629611321863266
6214,GOTA,51784.773082003114,-0.5351876546424177,1.3057623647328316,5.704374435938225,-1.1930337925866878,7.098244220662336,4.245254020896784,-9.067572608553624,-4.5538699095318504,6.110661212815073,-9.114632289730675
6215,GUADALQUIVIR,57056.98698354126,-0.06235009206969131,0.33195751512997934,-0.1049676781626042,-0.136594419530525,0.4447191641228156,0.08933519956486359,-0.1158964675667369,0.1860895713574611,-0.30494543430061116,-0.32734735854495073
6216,GUADIANA,66979.39627615294,-0.12313890230043549,-0.052061471845656744,-0.13852368381194796,-0.12399878944902173,0.04026963809095217,-0.1581508119162441,-0.15654506601308982,1.0565595061567052,-0.17360435596437218,-0.17080606294688952
6217,GUDENA,2749.6600888488415,-4.704330762795796,-2.968339579135612,3.3693712916621976,-1.7330295632612547,4.6949840927492374,-3.9666235548399267,1.105289785856484,9.241827381579702,-1.7554283048880626,-3.2837207869269665
6218,IIJOKI,16588.65811819086,-6.880852715689694,10.24407609015264,8.590806045999841,-7.513142934148329,7.608201025386663,4.840845258028192,13.65358396958712,-2.357971450830917,-5.528577328156692,-22.65696796032884
6219,KALIXALVEN,17213.509537432583,1.5823154974488511,9.186365539410756,5.609056412244714,-2.945124959763408,1.688307233696851,-1.203303345669271,13.389003987698443,1.8959430635102958,0.5729145233648792,-29.775477951942126
6220,KEMIJOKI,53910.87813507053,-2.449781494207685,6.86526431792843,6.266502180700042,-2.5469672390783376,5.843566083102529,5.3921854902923165,12.983164865953189,-0.9925801748856593,-7.038170513474027,-24.32318351633081
6221,KIZILIRMAK,80863.95287233102,-10.179047247214367,9.159359967098087,2.105017658075448,1.1149808499749798,-4.689934863938142,-2.462406981163963,4.0222518380709,0.1964011873739387,6.4645156704484545,-5.731138078725332
6222,KOKEMAENJOKI,28620.89845832611,-19.565829657420338,4.199258340411334,10.848173277915333,-3.549013977924778,5.446613554864037,8.717424633831863,-6.2929719745701025,4.421979803506235,11.775918817282667,-16.001552817896233
6223,KUBAN,52550.994951872664,-5.582498310247036,7.037648134695746,2.1255416166811827,-1.2648434551628687,-5.75141000244633,-1.3889453360125972,-2.4319696671099256,0.8570796569443728,11.8124115791294,-5.413014216471943
6224,KYMIJOKI,35119.914103664734,-20.382147291605506,7.062155801111953,12.603272109061638,-7.729688554696842,6.759767856381273,6.419014072777981,-2.379476430825825,4.560723980001142,11.80003367648236,-18.713655218688196
6225,LIMA (also LIMIA),2472.855308321363,-0.6673179249643288,0.6174214007192852,0.15332116863476322,-0.5600928363870988,0.866959760330183,1.2957476579892342,-0.9171361754423072,-0.09649708167242416,-0.4177239348753201,-0.27468203433198674
6226,LOIRE,117033.53968048615,-1.6676939386995933,0.10831387262702778,2.3944077891831848,-0.05395641795090157,2.495176080648343,1.870058691613441,-2.433807505283366,1.5413733514514008,-2.2279747504819363,-2.025897173107588
6227,LULEALVEN,25128.112969871156,-1.0207983275646915,13.457429675738593,-2.056962295962186,-1.9750511783212277,2.072741836172234,2.4094669378044893,18.127855067966667,-1.6404380927109792,3.4276023351326135,-32.801845958255456
6228,MAAS (also MEUSE),32885.183605824874,-4.539677275994927,0.9933895357595144,4.7610234918684675,1.574219678494569,0.45510856903546315,2.073751590521071,-3.416993730442151,3.800899421327843,-2.4373984432455513,-3.2643228373242974
6229,MARITSA RIVER,52590.17763631561,-3.0291587547436825,0.3329948269591147,-0.060033300666926165,7.500809869776726,2.2244018471152094,-1.1198452358380913,-0.4624320852980341,0.1550630711867489,-0.3794786598630805,-5.162321578627981
6230,MINO (also MINHO),16679.14497822606,1.1118070063201502,1.4997674402884533,0.6319953467531012,-1.1711215691941719,3.6376081932236457,0.7894902450506718,-1.9712607380128595,-1.4442614435872008,-1.592091705335248,-1.4919327755065461
6231,MOTALA STROM,15203.388375516495,-5.604019354882557,1.673767670461718,6.108317189877805,-3.5845232017080364,4.308786032447895,-0.7553977261079028,-11.552712787500045,1.6544891230176346,10.32241809112983,-2.571125036736344
6232,NARVA,56519.20311281413,-20.07446094222904,5.983547014395501,4.50974837749715,2.853887661167565,-5.8941811386172915,2.2210989869793645,-9.37153147595004,8.818551957564539,14.70331022571821,-3.7499706665259662
6233,"NEMAN (also NEMUNAS, also NYOMAN)",92930.02218958084,-13.876908513479588,9.228662444020285,4.416770926693204,0.9992737857287178,-7.35589830232795,1.7695349986765145,-6.622668721036349,11.635379447058872,4.831519019601568,-5.025665084935267
6234,NESTOS (also MESTA),6363.4513937385855,-8.860931507562235,3.9595470795181225,0.1738661832223722,6.421531083137545,3.5048013839532848,-1.1802305660163597,2.4722042487776275,2.793987980232739,1.0961918152168315,-10.380967700479932
6235,NEVA,282735.21285127295,-16.730461853878403,7.914891452352263,3.8664207803171444,-7.399945092946652,2.7369621136237203,7.590322144709085,3.0624750008617347,0.34034206383297433,14.002662476174592,-15.383669085046401
6236,ODER,119242.7124388639,-5.895890470594282,1.6905935285431681,3.7781808146825164,-0.07904256190114911,-3.8739960095694266,-1.4665490607381357,-2.4800942446527836,13.710352839706342,-1.0251539779661911,-4.3584008575100635
6237,OLFUSA,5806.66145532682,44.03114873487435,62.774701814695234,15.688547524611629,-17.499199724883027,-17.499199724883027,-17.499199724883027,-17.499199724883027,-17.499199724883027,-17.499199724883027,-17.499199724883027
6239,OULUJOKI,25971.619050338835,-9.617668989215518,12.866812911435249,8.469692961211296,-9.205543005615088,8.662361572408182,5.403129464662362,11.22252607650925,-2.385549922551561,-0.2661566837977574,-25.14960438504642
6240,PIVDENNY BUH (also SOUTHERN BUG),63762.68216108214,-6.701625244519058,2.422889263641103,1.1776955296866864,7.2320394728625175,6.952541491596381,4.823193576613877,-6.760597733377246,-0.3045660204271049,3.1154350981555865,-11.957005434232702
6241,PO,73458.19994425157,-0.03880788134173335,-1.7056132929064365,4.36972861177524,-0.630891234345957,6.5032956824202355,2.626535529206219,-3.3479465530987054,1.4081979041045152,-1.87511355492704,-7.309385210886341
6242,RHINE,163645.5870711664,-5.215197805505655,0.3634705734495776,8.365468478670998,0.39063889907254024,-0.23697863068502503,2.7049556368310226,-3.9373527427544803,6.196973786580464,-0.619572211596799,-8.012405984062658
6243,RHONE,96868.392274854,-1.1628406697460754,-0.057685249904211235,9.316010886912277,-0.4757413726148831,2.6005832233737127,2.0273374600170677,-3.0688399523429903,1.7539667724872685,-1.8991959217496566,-9.033595176432508
6244,SAKARYA,62896.21903095039,-10.60846677104919,12.367440205479502,-1.2666420590450933,2.790255460971274,-4.181821408835198,-2.397031428616085,1.0137423825433862,1.9731904944403342,5.6895428445137,-5.380209720402621
6245,SCHELDE (also ESCAUT),19068.510523484616,-2.1503857843791363,-0.337585274879902,0.5395745943852813,1.4566248988254058,-0.1809120865189184,1.8475373385474798,-2.1258309430024083,3.1658320387208208,-0.9692395183948127,-1.245615263303816
6246,SEINE,73474.35896701616,-2.2535766057434756,-0.1263554933286911,0.41614982839511344,0.556778842105373,2.9585113845723945,3.505572911377365,-2.869588110410941,2.0195086526390025,-2.330100719989539,-1.876900689616607
6247,SEVERN,11018.66302686137,-2.534892307460957,0.11120947517988879,3.6475956728800036,-1.331589165997517,-0.2851706159153209,1.0802318347926412,-2.1439128788999238,2.3766100761259192,-0.4415607546168169,-0.47852133608791547
6248,SHANNON,11821.924838789835,-2.1120154577317014,0.4732323760340629,0.9124038077122739,-1.9334945132475527,3.1447087434364085,0.48555838516466227,-2.208722520251993,2.8197436829181006,-1.9580706858535075,0.37665618181924515
6249,SKJERN A,2940.649133032252,-2.7217985886484146,-1.2625300342437478,3.1743471589555026,-3.2871702673384173,4.174876529876621,-3.413943067206554,-1.0581325773353703,5.994323881348124,-0.8243944435500854,-0.7755785918576608
6250,SPEY,2958.576784865865,-3.7758758268083414,0.5763114326584583,8.41087226054118,-5.776544820116483,14.742577526739224,-7.388992715042485,0.47132386374078733,5.415471089327123,2.111304898352877,-14.786447709392341
6251,STRUMA RIVER ,16826.185234988025,-5.594611619312579,2.351967225259852,0.8956975602793946,4.904562304321925,3.5586059826625664,-1.8214013086000316,-0.011440295723314706,2.938567174468597,-0.8311150616754646,-6.390831961680942
6252,TAGUS,71216.17050000538,0.32356898872081524,0.21125806477352185,0.07909761126162607,-0.5817261129890793,1.2480434839372334,-0.10995056291685694,-0.24560208165313066,0.8609780904859969,-1.0413323206141316,-0.7443351610059957
6253,THAMES,13373.334907995271,-1.5698485937735416,0.3428473277677342,0.8344846656932725,-0.7973533097917053,0.45936314894911456,1.0615206714547762,-1.5583783549444923,1.8560470803392408,-0.49693408606373335,-0.13174854963066318
6254,THJORSA,8331.126962846443,63.80550548350232,58.187589074406056,20.338543002639074,-20.33309108007821,-20.33309108007821,-20.33309108007821,-20.33309108007821,-20.33309108007821,-20.33309108007821,-20.33309108007821
6255,"TORNEALVEN (also TORNIONJOKI, also TORNIONVAYLA)",40831.43595196327,1.4317170644881785,6.8279899068178755,3.9621194803645112,-1.9542424259883464,-1.7956476953215623,2.8541166590518743,14.589056112758932,2.9527661903199958,-2.2329655658572185,-26.63490972663424
6256,TRENT,11762.56290157555,-2.7755501105088936,0.6226706104706247,0.9993547907361947,-0.8294937071270475,1.2870627915731192,1.7929631027395605,-2.3897998356913384,2.3805750711667035,-0.2986924672244787,-0.789090246134444
6257,TWEED,5010.712825889279,-6.368536416766729,-1.6848202230174123,7.218191660144888,-1.8680779891586836,11.260669550376388,-1.159567443219294,-3.4095682882910974,7.65487473564616,-4.245093570738584,-7.398072014975635
6258,VARDAR,24559.187454003535,-5.980945514524723,3.212919733690698,-0.3954142839371904,3.2737637722498665,3.63307900903691,2.2810433981821783,-0.5071879110988594,1.29354764435391,0.35392167760295973,-7.164727525555743
6259,VISTULA,193368.43379189228,-7.583673739426708,5.558008282847703,1.395390734245671,1.4956611957643817,-5.050644756439609,0.3465945302346552,-4.454434655458783,14.007919369750566,1.393089923013236,-7.107910884531106
6260,WESER,44948.58414649584,-4.794954828897883,1.0759621058352777,7.9874881407636,-1.9758216166366467,-0.4259695315987507,-3.0639844045984437,-4.92823170927977,9.254220859852456,0.4060079351900017,-3.5347169506298104
6902,KURA,190032.562482892,-5.846239260278938,4.965659310815163,1.5169322621091472,0.03352745678849348,-3.114658036375823,4.091135465642052,0.56124065387451,0.68950732710826,5.807638250115172,-8.70474342979804
6903,VOLGA,1431107.0960078728,-2.363703833395672,14.97258597058898,15.107452098215097,5.065585604429338,-3.010677520284556,5.357353314591627,-6.435544766307038,-1.1514618837772959,-2.0942849743053604,-25.44730400975509
